Product_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,1.0000000000000009,0.32239667407213335,0.3834796635081268,0.3505730571330025,0.3942881763594924,0.340672302870029,0.30979238129580267,0.3695794155588083,0.3102558544870134,0.3406270422774328,0.35290370938410753,0.35366674532225023,0.293806316315895,0.3376884494166878,0.3963175722533539,0.3429285763468749,0.3506357988083786,0.35211477728743634,0.38539980193944484,0.3777354127782543
2,0.32239667407213335,1.0000000000000004,0.3478290634544083,0.35147974578331886,0.3779317530617125,0.2780066799873842,0.35365939689595133,0.35082062424577737,0.2907674284081155,0.3486241023509667,0.3564942433203392,0.34361160146629816,0.2962965077648408,0.28816896828158944,0.3560509939019253,0.3439445841986047,0.35167464114832525,0.3129360958424203,0.33375616112896067,0.3499829114078457
3,0.3834796635081268,0.3478290634544083,0.9999999999999994,0.30219737810306513,0.37995681622045296,0.35633690450785593,0.31990736344810405,0.3290755137668002,0.35105283510552293,0.340183535017979,0.37666708489624956,0.3863634188402436,0.373061739620475,0.34965624515135657,0.36114497979713966,0.33561731307142895,0.3571667564330502,0.3778550122129259,0.3256755627658204,0.37945493981667355
4,0.3505730571330025,0.35147974578331886,0.30219737810306513,0.9999999999999998,0.3953477463074335,0.3703439060283495,0.3156110093458989,0.3395055064732517,0.2708869440390261,0.3437539727713477,0.3732616739705696,0.34601357264226673,0.27004620640403626,0.3243847764279932,0.3369280729837795,0.3437539727713478,0.36868504802446045,0.3816500748866912,0.34290185887342256,0.38704066178445373
5,0.3942881763594924,0.3779317530617125,0.37995681622045296,0.3953477463074335,1.0000000000000007,0.3834668844469046,0.32377376093885657,0.3272171710809616,0.32793235511409896,0.35394350489442716,0.33479526660097064,0.3660208899312015,0.3591784066888096,0.31428697758220075,0.3992034963706682,0.3539435048944271,0.40541769873892797,0.39876617060193664,0.3056538396957523,0.3397370589477085
6,0.340672302870029,0.2780066799873842,0.35633690450785593,0.3703439060283495,0.3834668844469046,1.0000000000000009,0.33811604599615797,0.3454893168931029,0.28877541416662356,0.33641356728289507,0.33318745641228575,0.39441465645203155,0.2941469614347313,0.36028960561066703,0.39908391447847374,0.3202841496734412,0.35811029964476604,0.3902141676335792,0.2834305583352614,0.33030332056799216
7,0.30979238129580267,0.35365939689595133,0.31990736344810405,0.3156110093458989,0.32377376093885657,0.33811604599615797,1.0000000000000007,0.37611015214447463,0.29248079192450077,0.2903420223761698,0.2989190656660316,0.3314862788391708,0.3300317588260052,0.31635605385158216,0.3538649650402203,0.33831157389918914,0.30461174331184127,0.3449610974112315,0.3705778574844303,0.2963491647870726
8,0.3695794155588083,0.35082062424577737,0.3290755137668002,0.3395055064732517,0.3272171710809616,0.3454893168931029,0.37611015214447463,0.9999999999999999,0.3310410060661029,0.380740686069618,0.2964569634072119,0.3380027427027004,0.3006672941628218,0.36034845124070847,0.3435025878460076,0.32761407871106657,0.364400777442388,0.3919118393831136,0.3294901209999278,0.32881383740261505
9,0.3102558544870134,0.2907674284081155,0.35105283510552293,0.2708869440390261,0.32793235511409896,0.28877541416662356,0.29248079192450077,0.3310410060661029,1.0000000000000002,0.3590851448784871,0.35315864845982603,0.35626609148325694,0.366717086872691,0.35101712888097514,0.33536940835384743,0.3494452752173197,0.34251417414176316,0.37797971582728285,0.341279971816025,0.3529746287631441
10,0.3406270422774328,0.3486241023509667,0.340183535017979,0.3437539727713477,0.35394350489442716,0.33641356728289507,0.2903420223761698,0.380740686069618,0.3590851448784871,0.9999999999999999,0.3619827671475927,0.36276543350381796,0.3341860426195876,0.3014407107527728,0.40778950006470915,0.41647597254004587,0.3626626568080526,0.3853242403449554,0.3453428615464048,0.3684371956960361
11,0.35290370938410753,0.3564942433203392,0.37666708489624956,0.3732616739705696,0.33479526660097064,0.33318745641228575,0.2989190656660316,0.2964569634072119,0.35315864845982603,0.3619827671475927,0.9999999999999991,0.3542124892426198,0.36514038931504594,0.3115658269913887,0.41575681003081333,0.31756770369390036,0.40417818669439726,0.3312086790389389,0.4315560456314283,0.35755692714804715
12,0.35366674532225023,0.34361160146629816,0.3863634188402436,0.34601357264226673,0.3660208899312015,0.39441465645203155,0.3314862788391708,0.3380027427027004,0.35626609148325694,0.36276543350381796,0.3542124892426198,1.0000000000000007,0.3227456110670737,0.3456085887397057,0.4389368005911802,0.34496099504964284,0.3800207777806079,0.33406625711471827,0.3795782353411132,0.3282765382162779
13,0.293806316315895,0.2962965077648408,0.373061739620475,0.27004620640403626,0.3591784066888096,0.2941469614347313,0.3300317588260052,0.3006672941628218,0.366717086872691,0.3341860426195876,0.36514038931504594,0.3227456110670737,0.9999999999999998,0.31285313674857496,0.32755013258505083,0.3458708692846082,0.3727601226718965,0.4204976719796266,0.31161693011316877,0.3519925560848883
14,0.3376884494166878,0.28816896828158944,0.34965624515135657,0.3243847764279932,0.31428697758220075,0.36028960561066703,0.31635605385158216,0.36034845124070847,0.35101712888097514,0.3014407107527728,0.3115658269913887,0.3456085887397057,0.31285313674857496,1.0000000000000004,0.4367312511713776,0.3112436606959525,0.35332021328438357,0.3277791412571926,0.30398846486990877,0.3665831448658511
15,0.3963175722533539,0.3560509939019253,0.36114497979713966,0.3369280729837795,0.3992034963706682,0.39908391447847374,0.3538649650402203,0.3435025878460076,0.33536940835384743,0.40778950006470915,0.41575681003081333,0.4389368005911802,0.32755013258505083,0.4367312511713776,0.999999999999999,0.3505156938758456,0.37244807914740874,0.3549046030284988,0.3859959125241081,0.41645424418706034
16,0.3429285763468749,0.3439445841986047,0.33561731307142895,0.3437539727713478,0.3539435048944271,0.3202841496734412,0.33831157389918914,0.32761407871106657,0.3494452752173197,0.41647597254004587,0.31756770369390036,0.34496099504964284,0.3458708692846082,0.3112436606959525,0.3505156938758456,0.9999999999999998,0.3135277162082519,0.35890200672130135,0.3264199650233141,0.32327392654619946
17,0.3506357988083786,0.35167464114832525,0.3571667564330502,0.36868504802446045,0.40541769873892797,0.35811029964476604,0.30461174331184127,0.364400777442388,0.34251417414176316,0.3626626568080526,0.40417818669439726,0.3800207777806079,0.3727601226718965,0.35332021328438357,0.37244807914740874,0.3135277162082519,1.0000000000000007,0.39398429332678814,0.3313376382222291,0.37914815402516616
18,0.35211477728743634,0.3129360958424203,0.3778550122129259,0.3816500748866912,0.39876617060193664,0.3902141676335792,0.3449610974112315,0.3919118393831136,0.37797971582728285,0.3853242403449554,0.3312086790389389,0.33406625711471827,0.4204976719796266,0.3277791412571926,0.3549046030284988,0.35890200672130135,0.39398429332678814,0.9999999999999997,0.3527760107524041,0.37281132234332437
19,0.38539980193944484,0.33375616112896067,0.3256755627658204,0.34290185887342256,0.3056538396957523,0.2834305583352614,0.3705778574844303,0.3294901209999278,0.341279971816025,0.3453428615464048,0.4315560456314283,0.3795782353411132,0.31161693011316877,0.30398846486990877,0.3859959125241081,0.3264199650233141,0.3313376382222291,0.3527760107524041,1.0000000000000002,0.3759259147738196
20,0.3777354127782543,0.3499829114078457,0.37945493981667355,0.38704066178445373,0.3397370589477085,0.33030332056799216,0.2963491647870726,0.32881383740261505,0.3529746287631441,0.3684371956960361,0.35755692714804715,0.3282765382162779,0.3519925560848883,0.3665831448658511,0.41645424418706034,0.32327392654619946,0.37914815402516616,0.37281132234332437,0.3759259147738196,1.0
